index,Summary,word,POS,freq,forms,important,ranking
2674,round|r,round,r,95,round,useful,2674
2673,prostitute|n,prostitute,n,95,"prostitute, prostitutes",useful,2673
2672,promise|n,promise,n,95,"promise, promises",useful,2672
2671,o'clock|r,o'clock,r,95,o'clock,useful,2671
2670,ninja|n,ninja,n,95,"ninja, ninjas",useful,2670
2669,inside|j,inside,j,95,inside,useful,2669
2667,gesture|n,gesture,n,95,"gesture, gestures",useful,2667
2666,generous|j,generous,j,95,generous,useful,2666
2665,former|j,former,j,95,former,useful,2665
2664,circus|n,circus,n,95,"circus, circuses",useful,2664
2663,chili|n,chili,n,95,"chili, chilis, chile, chiles, chilies, chilli, chillies",useful,2663
2662,carrot|n,carrot,n,95,"carrot, carrots",useful,2662
2661,bump|n,bump,n,95,"bump, bumps",useful,2661
2668,halfway|r,halfway,r,95,halfway,useful,2668
2695,specific|j,specific,j,94,specific,useful,2695
2692,promote|v,promote,v,94,"promote, promoted, promotes, promoting",useful,2692
2693,retire|v,retire,v,94,"retire, retired, retires, retiring",useful,2693
2694,singer|n,singer,n,94,"singer, singers",useful,2694
2690,motherfucker|n,motherfucker,n,94,"motherfucker, motherfuckers",useful,2690
2696,sudden|n,sudden,n,94,sudden,useful,2696
2697,tuck|v,tuck,v,94,"tuck, tucked, tucking, tucks",useful,2697
2699,chart|n,chart,n,94,"chart, charts",useful,2699
2700,grader|n,grader,n,94,"grader, graders",useful,2700
2691,offensive|j,offensive,j,94,offensive,useful,2691
2698,sin|n,sin,n,94,"sin, sins",useful,2698
2689,minister|n,minister,n,94,"minister, ministers",useful,2689
2683,discussion|n,discussion,n,94,"discussion, discussions",useful,2683
2680,ability|n,ability,n,94,"ability, abilities",useful,2680
2681,awfully|r,awfully,r,94,awfully,useful,2681
2679,agent|n,agent,n,94,"agent, agents",useful,2679
2682,cherry|n,cherry,n,94,"cherry, cherries",useful,2682
2688,load|n,load,n,94,"load, loads",useful,2688
2684,documentary|n,documentary,n,94,"documentary, documentaries",useful,2684
2687,knowledge|n,knowledge,n,94,knowledge,useful,2687
2685,invest|v,invest,v,94,"invest, invested, investing, invests",useful,2685
2686,jet|n,jet,n,94,"jet, jets",useful,2686
2711,recall|v,recall,v,93,"recall, recalled, recalling, recalls",useful,2711
2721,profit|n,profit,n,93,"profit, profits",useful,2721
2720,sponge|n,sponge,n,93,"sponge, sponges",useful,2720
2719,very|j,very,j,93,very,useful,2719
2718,upper|j,upper,j,93,upper,useful,2718
2717,travel|n,travel,n,93,"travel, travels",useful,2717
2701,ant|n,ant,n,93,"ant, ants",useful,2701
2715,stress|n,stress,n,93,"stress, stresses",useful,2715
2713,ski|v,ski,v,93,"ski, skied, skiing, skis",useful,2713
2712,reject|v,reject,v,93,"reject, rejected, rejecting, rejects",useful,2712
2716,therapy|n,therapy,n,93,"therapy, therapies",useful,2716
2710,rate|n,rate,n,93,"rate, rates",useful,2710
2705,dork|n,dork,n,93,"dork, dorks",useful,2705
2709,moustache|n,moustache,n,93,"moustache, moustaches",useful,2709
2702,bull|n,bull,n,93,"bull, bulls",useful,2702
2703,carefully|r,carefully,r,93,carefully,useful,2703
2704,cleaning|n,cleaning,n,93,"cleaning, cleanings",useful,2704
2714,spy|v,spy,v,93,"spy, spied, spies, spying",useful,2714
2706,dummy|n,dummy,n,93,"dummy, dummies",useful,2706
2707,exam|n,exam,n,93,"exam, exams",useful,2707
2708,helicopter|n,helicopter,n,93,"helicopter, helicopters",useful,2708
2733,offer|n,offer,n,92,"offer, offers",useful,2733
2742,blond|j,blond,j,92,"blond, blonde, blonder, blondest",useful,2742
2741,random|j,random,j,92,random,useful,2741
2740,yogurt|n,yogurt,n,92,"yogurt, yoghourt, yoghourts, yoghurt, yoghurts, yogurts",useful,2740
2739,thirty-five|m,thirty-five,m,92,thirty-five,useful,2739
2738,terrify|v,terrify,v,92,"terrify, terrified, terrifies, terrifying",useful,2738
2737,stroke|n,stroke,n,92,"stroke, strokes",useful,2737
2736,status|n,status,n,92,"status, statuses",useful,2736
2735,slow|r,slow,r,92,"slow, slower, slowest",useful,2735
2743,cube|n,cube,n,92,"cube, cubes",useful,2743
2734,pit|n,pit,n,92,"pit, pits",useful,2734
2732,fraud|n,fraud,n,92,"fraud, frauds",useful,2732
2725,CD|abbr,CD,abbr,92,"CD, CDs",useful,2725
2731,form|v,form,v,92,"form, formed, forming, forms",useful,2731
2722,assignment|n,assignment,n,92,"assignment, assignments",useful,2722
2723,bounce|v,bounce,v,92,"bounce, bounced, bounces, bouncing",useful,2723
2724,branch|n,branch,n,92,"branch, branches",useful,2724
2730,flatter|v,flatter,v,92,"flatter, flatters, flattered, flattering",useful,2730
2726,daily|j,daily,j,92,daily,useful,2726
2728,dignity|n,dignity,n,92,"dignity, dignities",useful,2728
2729,entirely|r,entirely,r,92,entirely,useful,2729
2727,dice|n,dice,n,92,"dice, dices",useful,2727
2754,likely|j,likely,j,91,"likely, likelier, likeliest",useful,2754
2763,left|r,left,r,91,left,useful,2763
2762,shower|v,shower,v,91,"shower, showered, showering, showers",useful,2762
2761,shine|v,shine,v,91,"shine, shined, shines, shining, shone",useful,2761
2760,rock|j,rock,j,91,rock,useful,2760
2759,priest|n,priest,n,91,"priest, priests",useful,2759
2758,panties|n,panties,n,91,panties,useful,2758
2757,Olympics|K,Olympics,K,91,Olympics,useful,2757
2756,nasty|j,nasty,j,91,"nasty, nastier, nastiest",useful,2756
2755,mask|n,mask,n,91,"mask, masks",useful,2755
2753,inform|v,inform,v,91,"inform, informed, informing, informs",useful,2753
2748,drunk|j,drunk,j,91,"drunk, drunker, drunkest",useful,2748
2744,alley|n,alley,n,91,"alley, alleys",useful,2744
2746,coupon|n,coupon,n,91,"coupon, coupons",useful,2746
2747,ditch|v,ditch,v,91,"ditch, ditched, ditches, ditching",useful,2747
2745,arrange|v,arrange,v,91,"arrange, arranged, arranges, arranging",useful,2745
2749,edge|n,edge,n,91,"edge, edges",useful,2749
2750,gamble|v,gamble,v,91,"gamble, gambled, gambles, gambling",useful,2750
2751,gray|j,gray,j,91,"gray, grayer, grayest, grey, greyer, greyest",useful,2751
2752,hostage|n,hostage,n,91,"hostage, hostages",useful,2752
2772,movement|n,movement,n,90,"movement, movements",useful,2772
2779,underpants|n,underpants,n,90,underpants,useful,2779
2778,tragic|j,tragic,j,90,tragic,useful,2778
2777,sort|v,sort,v,90,"sort, sorted, sorting, sorts",useful,2777
2776,slightly|r,slightly,r,90,slightly,useful,2776
2775,silver|n,silver,n,90,"silver, silvers",useful,2775
2774,scooter|n,scooter,n,90,"scooter, scooters",useful,2774
2773,piano|n,piano,n,90,"piano, pianos",useful,2773
2771,ironic|j,ironic,j,90,ironic,useful,2771
2769,entitle|v,entitle,v,90,"entitle, entitled, entitles, entitling",useful,2769
2768,engagement|n,engagement,n,90,"engagement, engagements",useful,2768
2767,dental|j,dental,j,90,dental,useful,2767
2766,delete|v,delete,v,90,"delete, deleted, deletes, deleting",useful,2766
2765,corporation|n,corporation,n,90,"corporation, corporations",useful,2765
2764,capable|j,capable,j,90,capable,useful,2764
2770,howdy|u,howdy,u,90,howdy,useful,2770
2786,old-fashioned|j,old-fashioned,j,89,old-fashioned,useful,2786
2791,rib|n,rib,n,89,"rib, ribs",useful,2791
2790,select|v,select,v,89,"select, selected, selecting, selects",useful,2790
2788,progress|n,progress,n,89,"progress, progresses",useful,2788
2787,procedure|n,procedure,n,89,"procedure, procedures",useful,2787
2789,scale|n,scale,n,89,"scale, scales",useful,2789
2785,mustard|n,mustard,n,89,mustard,useful,2785
2780,cabinet|n,cabinet,n,89,"cabinet, cabinets",useful,2780
2783,hereby|r,hereby,r,89,hereby,useful,2783
2782,global|j,global,j,89,global,useful,2782
2781,debt|n,debt,n,89,"debt, debts",useful,2781
2784,kindergarten|n,kindergarten,n,89,"kindergarten, kindergartens",useful,2784
2808,lean|v,lean,v,88,"lean, leaned, leaning, leans",useful,2808
2809,louse|n,louse,n,88,"louse, lice, louses",useful,2809
2810,march|v,march,v,88,"march, marched, marches, marching",useful,2810
2811,novel|n,novel,n,88,"novel, novels",useful,2811
2812,one thousand|m,one thousand,m,88,one thousand,useful,2812
2813,orange|n,orange,n,88,"orange, oranges",useful,2813
2816,species|n,species,n,88,species,useful,2816
2815,slice|n,slice,n,88,"slice, slices",useful,2815
2817,strip-club|n,strip-club,n,88,strip-club,useful,2817
2818,weigh|v,weigh,v,88,"weigh, weighed, weighing, weighs",useful,2818
2819,weirdo|n,weirdo,n,88,"weirdo, weirdos",useful,2819
2820,shadow|n,shadow,n,88,"shadow, shadows",useful,2820
2806,fully|r,fully,r,88,fully,useful,2806
2807,interview|v,interview,v,88,"interview, interviewed, interviewing, interviews",useful,2807
2814,sense|v,sense,v,88,"sense, sensed, senses, sensing",useful,2814
2805,foreign|j,foreign,j,88,foreign,useful,2805
2797,cart|n,cart,n,88,"cart, carts",useful,2797
2804,executive|n,executive,n,88,"executive, executives",useful,2804
2792,armed|j,armed,j,88,armed,useful,2792
2793,astronaut|n,astronaut,n,88,"astronaut, astronauts",useful,2793
2794,backyard|n,backyard,n,88,"backyard, backyards",useful,2794
2796,capture|v,capture,v,88,"capture, captured, captures, capturing",useful,2796
2795,camp|v,camp,v,88,"camp, camped, camping, camps",useful,2795
2798,casino|n,casino,n,88,"casino, casinos",useful,2798
2799,Catholic|K,Catholic,K,88,Catholic,useful,2799
2800,chop|v,chop,v,88,"chop, chopped, chopping, chops",useful,2800
2801,cleaner|n,cleaner,n,88,"cleaner, cleaners",useful,2801
2802,desert|n,desert,n,88,"desert, deserts",useful,2802
2803,ex-boyfriend|n,ex-boyfriend,n,88,"ex-boyfriend, ex-boyfriends",useful,2803
2842,religious|j,religious,j,87,religious,useful,2842
2837,post|v,post,v,87,"post, posted, posting, posts",useful,2837
2838,quest|n,quest,n,87,"quest, quests",useful,2838
2839,raise|n,raise,n,87,"raise, raises",useful,2839
2840,raisin|n,raisin,n,87,"raisin, raisins",useful,2840
2841,record|v,record,v,87,"record, recorded, recording, records",useful,2841
2848,whew|u,whew,u,87,whew,useful,2848
2843,skinny|j,skinny,j,87,"skinny, skinnier, skinniest",useful,2843
2844,slide|n,slide,n,87,"slide, slides",useful,2844
2845,stinky|j,stinky,j,87,"stinky, stinkier, stinkiest",useful,2845
2846,sushi|n,sushi,n,87,sushi,useful,2846
2847,thy|fw,thy,fw,87,"thy, thine",useful,2847
2835,marijuana|n,marijuana,n,87,"marijuana, marihuana",useful,2835
2836,operate|v,operate,v,87,"operate, operated, operates, operating",useful,2836
2832,intelligent|j,intelligent,j,87,intelligent,useful,2832
2834,manner|n,manner,n,87,"manner, manners",useful,2834
2826,double|v,double,v,87,"double, doubled, doubles, doubling",useful,2826
2821,accomplish|v,accomplish,v,87,"accomplish, accomplished, accomplishes, accomplishing",useful,2821
2822,barbecue|n,barbecue,n,87,"barbecue, barbecues, barbeque, barbeques, BBQ",useful,2822
2833,karate|n,karate,n,87,karate,useful,2833
2824,curse|n,curse,n,87,"curse, curses",useful,2824
2825,define|v,define,v,87,"define, defined, defines, defining",useful,2825
2823,cast|v,cast,v,87,"cast, casting, casts",useful,2823
2827,equipment|n,equipment,n,87,equipment,useful,2827
2828,fever|n,fever,n,87,"fever, fevers",useful,2828
2829,front|j,front,j,87,front,useful,2829
2830,gig|n,gig,n,87,"gig, gigs",useful,2830
2831,harassment|n,harassment,n,87,"harassment, harassments",useful,2831
2858,naughty|j,naughty,j,86,"naughty, naughtier, naughtiest",useful,2858
2865,border|n,border,n,86,"border, borders",useful,2865
2864,bowl|v,bowl,v,86,"bowl, bowled, bowling, bowls",useful,2864
2863,special|n,special,n,86,"special, specials",useful,2863
2862,slap|n,slap,n,86,"slap, slaps",useful,2862
2861,signature|n,signature,n,86,"signature, signatures",useful,2861
2860,salary|n,salary,n,86,"salary, salaries",useful,2860
2859,nine hundred|m,nine hundred,m,86,nine hundred,useful,2859
2851,appearance|n,appearance,n,86,"appearance, appearances",useful,2851
2857,hammer|n,hammer,n,86,"hammer, hammers",useful,2857
2855,frame|n,frame,n,86,"frame, frames",useful,2855
2854,fireman|n,fireman,n,86,"fireman, firemen",useful,2854
2853,drunken|j,drunken,j,86,drunken,useful,2853
2852,cave|n,cave,n,86,"cave, caves",useful,2852
2849,adult|j,adult,j,86,adult,useful,2849
2850,allergic|j,allergic,j,86,allergic,useful,2850
2856,graduate|v,graduate,v,86,"graduate, graduated, graduates, graduating",useful,2856
2885,tissue|n,tissue,n,85,"tissue, tissues",useful,2885
2881,political|j,political,j,85,"political, politically",useful,2881
2882,rage|n,rage,n,85,"rage, rages",useful,2882
2883,rainbow|n,rainbow,n,85,"rainbow, rainbows",useful,2883
2884,smelly|j,smelly,j,85,"smelly, smellier, smelliest",useful,2884
2889,vodka|n,vodka,n,85,"vodka, vodkas",useful,2889
2886,triangle|n,triangle,n,85,"triangle, triangles",useful,2886
2887,useless|j,useless,j,85,useless,useful,2887
2888,visitor|n,visitor,n,85,"visitor, visitors",useful,2888
2878,nanny|n,nanny,n,85,"nanny, nannies",useful,2878
2879,nicely|r,nicely,r,85,nicely,useful,2879
2880,polite|j,polite,j,85,"polite, politer, politest",useful,2880
2877,Muslim|K,Muslim,K,85,"Muslim, Muslims",useful,2877
2871,firework|n,firework,n,85,"firework, fireworks",useful,2871
2876,mighty|j,mighty,j,85,"mighty, mightier, mightiest",useful,2876
2867,curtain|n,curtain,n,85,"curtain, curtains",useful,2867
2868,defeat|v,defeat,v,85,"defeat, defeated, defeating, defeats",useful,2868
2869,desire|n,desire,n,85,"desire, desires",useful,2869
2870,ex-wife|n,ex-wife,n,85,"ex-wife, ex-wives",useful,2870
2866,afterwards|r,afterwards,r,85,afterwards,useful,2866
2872,habit|n,habit,n,85,"habit, habits",useful,2872
2873,lane|n,lane,n,85,"lane, lanes",useful,2873
2874,late|r,late,r,85,"late, later, latest",useful,2874
2875,management|n,management,n,85,"management, managements",useful,2875
2903,shocking|j,shocking,j,84,shocking,useful,2903
2914,counter|n,counter,n,84,"counter, counters",useful,2914
2913,whoops|u,whoops,u,84,whoops,useful,2913
2912,Web|K,Web,K,84,Web,useful,2912
2911,thick|j,thick,j,84,"thick, thicker, thickest",useful,2911
2910,teenage|j,teenage,j,84,teenage,useful,2910
2909,target|n,target,n,84,"target, targets",useful,2909
2908,strawberry|n,strawberry,n,84,"strawberry, strawberries",useful,2908
2907,stop|n,stop,n,84,"stop, stops",useful,2907
2906,spoon|n,spoon,n,84,"spoon, spoons",useful,2906
2905,sixth|m,sixth,m,84,"sixth, sixths",useful,2905
2904,shopping|n,shopping,n,84,shopping,useful,2904
2892,calendar|n,calendar,n,84,"calendar, calendars",useful,2892
2902,register|v,register,v,84,"register, registered, registering, registers",useful,2902
2895,dip|n,dip,n,84,"dip, dips",useful,2895
2890,angle|n,angle,n,84,"angle, angles",useful,2890
2901,living|j,living,j,84,living,useful,2901
2893,comic|n,comic,n,84,"comic, comics",useful,2893
2894,dibs|n,dibs,n,84,dibs,useful,2894
2891,anonymous|j,anonymous,j,84,anonymous,useful,2891
2896,financial|j,financial,j,84,financial,useful,2896
2897,flat|j,flat,j,84,"flat, flatter, flattest",useful,2897
2898,grand|n,grand,n,84,"grand, grands",useful,2898
2899,identity|n,identity,n,84,"identity, identities",useful,2899
2900,light|j,light,j,84,"light, lighter, lightest",useful,2900
2926,lamb|n,lamb,n,83,"lamb, lambs",useful,2926
2936,toothbrush|n,toothbrush,n,83,"toothbrush, toothbrushes",useful,2936
2935,terribly|r,terribly,r,83,terribly,useful,2935
2934,superhero|n,superhero,n,83,"superhero, superheroes",useful,2934
2933,steam|n,steam,n,83,"steam, steams",useful,2933
2932,ski|n,ski,n,83,"ski, skis",useful,2932
2931,sketch|n,sketch,n,83,"sketch, sketches",useful,2931
2930,printer|n,printer,n,83,"printer, printers",useful,2930
2929,party|v,party,v,83,"party, partied, parties, partying",useful,2929
2928,log|n,log,n,83,"log, logs",useful,2928
2927,local|n,local,n,83,"local, locals",useful,2927
2937,top|v,top,v,83,"top, topped, topping, tops",useful,2937
2925,jam|n,jam,n,83,"jam, jams",useful,2925
2919,disagree|v,disagree,v,83,"disagree, disagreed, disagreeing, disagrees",useful,2919
2924,hopefully|r,hopefully,r,83,hopefully,useful,2924
2915,agency|n,agency,n,83,"agency, agencies",useful,2915
2917,confirm|v,confirm,v,83,"confirm, confirmed, confirming, confirms",useful,2917
2918,corpse|n,corpse,n,83,"corpse, corpses",useful,2918
2916,carnival|n,carnival,n,83,"carnival, carnivals",useful,2916
2920,feature|n,feature,n,83,"feature, features",useful,2920
2921,firm|n,firm,n,83,"firm, firms",useful,2921
2922,fit|n,fit,n,83,"fit, fits",useful,2922
2923,hill|n,hill,n,83,"hill, hills",useful,2923
2948,pregnancy|n,pregnancy,n,82,"pregnancy, pregnancies",useful,2948
2955,tune|n,tune,n,82,"tune, tunes",useful,2955
2954,specifically|r,specifically,r,82,specifically,useful,2954
2953,scientific|j,scientific,j,82,scientific,useful,2953
2952,rose|n,rose,n,82,"rose, roses",useful,2952
2951,risk|v,risk,v,82,"risk, risked, risking, risks",useful,2951
2950,reward|n,reward,n,82,"reward, rewards",useful,2950
2949,professional|n,professional,n,82,"professional, professionals",useful,2949
2947,pleasant|j,pleasant,j,82,"pleasant, pleasanter, pleasantest",useful,2947
2945,lecture|n,lecture,n,82,"lecture, lectures",useful,2945
2944,lawsuit|n,lawsuit,n,82,"lawsuit, lawsuits",useful,2944
2943,lack|n,lack,n,82,"lack, lacks",useful,2943
2942,hah|u,hah,u,82,hah,useful,2942
2941,election|n,election,n,82,"election, elections",useful,2941
2940,dragon|n,dragon,n,82,"dragon, dragons",useful,2940
2939,deck|n,deck,n,82,"deck, decks",useful,2939
2946,mysterious|j,mysterious,j,82,mysterious,useful,2946
2938,council|n,council,n,82,"council, councils",useful,2938
2967,punishment|n,punishment,n,81,"punishment, punishments",useful,2967
2973,seven hundred|m,seven hundred,m,81,seven hundred,useful,2973
2969,reception|n,reception,n,81,"reception, receptions",useful,2969
2970,request|n,request,n,81,"request, requests",useful,2970
2972,schedule|v,schedule,v,81,"schedule, scheduled, schedules, scheduling",useful,2972
2977,union|n,union,n,81,"union, unions",useful,2977
2974,shock|n,shock,n,81,"shock, shocks",useful,2974
2975,sore|j,sore,j,81,"sore, sorer, sorest",useful,2975
2976,suspect|v,suspect,v,81,"suspect, suspected, suspecting, suspects",useful,2976
2978,telephone|n,telephone,n,81,"telephone, telephones",useful,2978
2968,rally|n,rally,n,81,"rally, rallies",useful,2968
2971,resist|v,resist,v,81,"resist, resisted, resisting, resists",useful,2971
2966,oy|u,oy,u,81,oy,useful,2966
